WELL_ID,LAT,LONG,LL_REF,X,Y,XY_REF,TOP070_Pierre,TOP097_Mowry,TOP125_InyanKara,TOP145_Swift_lower,TOP170_Rierdon,TOP183_Piper,TOP201_Spearfish,TOP307_Tyler,TOP323_Otter,TOP330_Kibbey,TOP335_Charles,TOP340_MissionCanyon,TOP349_Lodgepole,TOP357_Bakken_upper,TOP362_Bakken_middle,TOP364_Bakken_lower,TOP368_ThreeForks,TOP372_Duprow,TOP377_DawsonBay,TOP382_Prairie,TOP383_Prairie_evaporite,TOP388_Winnipegosis,TOP408_Ashern,TOP419_Interlake,TOP445_RedRiver,TOP458_Winnipeg,TOP467_Icebox_base,TOP470_Deadwood,TOP542_Basement,TVT070_Pierre_2_Mowry,TVT097_Mowry_2_InyanKara,TVT125_InyanKara_2_Swift_lower,TVT145_Swift_lower_2_Rierdon,TVT170_Rierdon_2_Piper,TVT183_Piper_2_Spearfish,TVT201_Spearfish_2_Tyler,TVT307_Tyler_2_Otter,TVT323_Otter_2_Kibbey,TVT330_Kibbey_2_Charles,TVT335_Charles_2_MissionCanyon,TVT340_MissionCanyon_2_Lodgepole,TVT349_Lodgepole_2_Bakken_upper,TVT357_Bakken_upper_2_Bakken_middle,TVT362_Bakken_middle_2_Bakken_lower,TVT364_Bakken_lower_2_ThreeForks,TVT368_ThreeForks_2_Duprow,TVT372_Duprow_2_DawsonBay,TVT377_DawsonBay_2_Prairie,TVT382_Prairie_2_Prairie_evaporite,TVT383_Prairie_evaporite_2_Winnipegosis,TVT388_Winnipegosis_2_Ashern,TVT408_Ashern_2_Interlake,TVT419_Interlake_2_RedRiver,TVT445_RedRiver_2_Winnipeg,TVT458_Winnipeg_2_Icebox_base,TVT467_Icebox_base_2_Deadwood,TVT470_Deadwood_2_Basement
9602,48.02298253,-102.8265027,NAD27 WKID 4267,-1683244,9183268,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603,48.02299374,-102.825992,NAD27 WKID 4267,-1683118,9183263,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604,48.02298347,-102.824959,NAD27 WKID 4267,-1682864,9183241,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9605,47.99265077,-102.9152692,NAD27 WKID 4267,-1705891,9173906,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-5657,-5761,-6652,-7288,-8073,-8092,-8135,-8158,,,,,,,,,,,,,,,,,,,,,,104,891,636,785,18,43,23,,,,,,,,,,,,
9606,47.99244122,-102.9122946,NAD27 WKID 4267,-1705164,9173777,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-5662,-5768,-6666,-7289,-8080,-8099,,,,,,,,,,,,,,,,,,,,,,,,105,898,623,791,19,,,,,,,,,,,,,,
9607,47.9924352,-102.9111894,NAD27 WKID 4267,-1704892,9173755,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-5681,-5780,-6673,-7290,-8089,-8108,-8150,-8171,,,,,,,,,,,,,,,,,,,,,,99,893,616,799,19,42,21,,,,,,,,,,,,
9608,47.90508332,-103.2753962,NAD27 WKID 4267,-1796983,9148944,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2944,-3321,-4037,-4237,-4541,-4837,-5925,-6144,-6533,-6640,-7591,-8134,,,,,,,,,,,,,,,,,,377,715,201,304,296,1089,219,390,107,951,542,,,,,,,,,,,,,,,,
9609,47.90615083,-102.9821032,NAD27 WKID 4267,-1724646,9143895,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-5856,-5960,-6837,-7415,-8249,-8267,-8306,-8329,,,,,,,,,,,,,,,,,,,,,,104,877,578,833,18,39,23,,,,,,,,,,,,
9610,47.84770799,-102.6954428,NAD27 WKID 4267,-1655447,9117698,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-6181,-6289,-7109,-7715,-8582,-8597,-8641,-8667,,,,,,,,,,,,,,,,,,,,,,108,820,606,867,15,44,26,,,,,,,,,,,,
9611,47.8476724,-102.6965248,NAD27 WKID 4267,-1655715,9117704,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-6176,-6282,-7106,-7712,-8580,,,,,,,,,,,,,,,,,,,,,,,,,106,824,606,869,,,,,,,,,,,,,,,
9612,47.8476618,-102.6976054,NAD27 WKID 4267,-1655982,9117719,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-6175,-6290,-7105,-7717,-8582,-8595,-8639,-8664,,,,,,,,,,,,,,,,,,,,,,115,816,611,865,14,44,25,,,,,,,,,,,,
9613,47.84767716,-102.69832,NAD27 WKID 4267,-1656158,9117737,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-6176,-6284,-7110,-7717,-8581,,,,,,,,,,,,,,,,,,,,,,,,,108,826,607,864,,,,,,,,,,,,,,,
9614,47.8476025,-102.6928067,NAD27 WKID 4267,-1654799,9117614,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-6199,-6313,-7126,-7726,-8591,,,,,,,,,,,,,,,,,,,,,,,,,114,814,599,865,,,,,,,,,,,,,,,
9615,48.10963871,-102.8442335,NAD27 WKID 4267,-1685353,9214845,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-6859,-7496,-8241,-8264,-8326,-8365,,,,,,,,,,,,,,,,,,,,,,,,637,745,23,62,40,,,,,,,,,,,,
9616,48.10926162,-102.840512,NAD27 WKID 4267,-1684448,9214643,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,,,-8268,-8293,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,
9617,48.11027084,-102.8338495,NAD27 WKID 4267,-1682784,9214889,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-6896,-7541,-8294,-8319,-8373,-8411,,,,,,,,,,,,,,,,,,,,,,,,645,752,25,55,38,,,,,,,,,,,,
9618,48.10608906,-102.849272,NAD27 WKID 4267,-1686684,9213654,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-6804,-7445,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,,,,,,,,,,,,,,,,
9619,48.1085371,-102.849214,NAD27 WKID 4267,-1686606,9214536,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-6819,-7461,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,,,,,,,,,,,,,,,,
9620,47.96161687,-103.293816,NAD27 WKID 4267,-1799955,9169691,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-7550,-8101,-8902,-8919,-8961,,,,,,,,,,,,,,,,,,,,,,,,,551,800,18,42,,,,,,,,,,,,,
9621,47.96174913,-103.2936725,NAD27 WKID 4267,-1799916,9169736,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-7546,-8077,-8905,-8923,,,,,,,,,,,,,,,,,,,,,,,,,,530,828,18,,,,,,,,,,,,,,
9622,47.96200858,-103.2942743,NAD27 WKID 4267,-1800057,9169841,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2924,-3324,,,,,-5880,-6094,-6485,-6592,-7538,-8101,-8898,-8916,-8957,-8981,,,,,,,,,,,,,,399,,,,,,214,391,107,946,563,797,18,41,24,,,,,,,,,,,,
9623,47.96223664,-103.2935204,NAD27 WKID 4267,-1799865,9169909,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2921,-3298,,,,,-5879,-6091,-6485,-6588,-7537,-8094,-8898,-8918,,,,,,,,,,,,,,,,377,,,,,,212,394,103,949,557,804,20,,,,,,,,,,,,,,
9624,47.96199584,-103.2928274,NAD27 WKID 4267,-1799701,9169809,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2925,-3319,,,,,-5874,-6094,-6489,-6589,-7538,-8103,-8906,-8924,-8963,-8988,,,,,,,,,,,,,,394,,,,,,220,395,100,950,565,803,18,38,26,,,,,,,,,,,,
9625,47.96169781,-103.2922741,NAD27 WKID 4267,-1799573,9169691,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2918,-3318,,,,,-5878,-6091,-6484,-6589,-7537,-8106,-8896,-8919,,,,,,,,,,,,,,,,399,,,,,,214,392,105,948,569,790,23,,,,,,,,,,,,,,
9626,47.96403352,-102.8707989,NAD27 WKID 4267,-1695688,9162783,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9627,47.96449649,-102.8712986,NAD27 WKID 4267,-1695799,9162959,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9628,47.96445443,-102.8717569,NAD27 WKID 4267,-1695913,9162952,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9629,47.96442836,-102.8721722,NAD27 WKID 4267,-1696016,9162950,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9630,47.96448501,-102.8725394,NAD27 WKID 4267,-1696105,9162977,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9631,48.05186105,-103.1763036,NAD27 WKID 4267,-1768548,9200039,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,,,-8884,-8905,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,
9632,48.05288148,-103.1752256,NAD27 WKID 4267,-1768255,9200387,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9633,47.67451302,-102.8490689,NAD27 WKID 4267,-1697882,9057852,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,-3838,,-4392,,-5874,-6244,-6349,,,-8589,-8612,,,,,,,,,,,,,,,,,,,,,1308,,370,105,,,,23,,,,,,,,,,,,,,
9634,47.67434808,-102.8477584,NAD27 WKID 4267,-1697562,9057769,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,-4395,,-5875,-6248,-6355,,,,,,,,,,,,,,,,,,,,,,,,,1318,,372,107,,,,,,,,,,,,,,,,,,
9635,47.93489468,-103.7552997,NAD27 WKID 4267,-1914382,9169070,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-7255,-7763,-8554,-8567,,,,,,,,,,,,,,,,,,,,,,,,,,507,791,13,,,,,,,,,,,,,,
9636,47.90451319,-103.256372,NAD27 WKID 4267,-1792309,9148379,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,,,-8936,-8956,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,
9637,47.76012072,-103.1399007,NAD27 WKID 4267,-1767519,9094075,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2844,,,,,,,,,-6540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9638,47.87685407,-103.1225202,NAD27 WKID 4267,-1760060,9135895,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-7348,-7902,-8730,-8751,-8791,-8817,,,,,,,,,,,,,,,,,,,,,,,,553,828,21,39,26,,,,,,,,,,,,
9639,47.87681569,-103.1238621,NAD27 WKID 4267,-1760392,9135906,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-7355,-7904,-8733,,,,,,,,,,,,,,,,,,,,,,,,,,,549,829,,,,,,,,,,,,,,,
9640,47.876825,-103.12557,NAD27 WKID 4267,-1760813,9135941,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-7355,-7911,-8739,-8759,-8801,-8829,,,,,,,,,,,,,,,,,,,,,,,,556,828,20,42,28,,,,,,,,,,,,
9641,47.87668983,-103.1275012,NAD27 WKID 4267,-1761293,9135928,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-7359,-7915,-8743,-8762,,,,,,,,,,,,,,,,,,,,,,,,,,556,829,19,,,,,,,,,,,,,,
9642,47.87748791,-103.1142663,NAD27 WKID 4267,-1758007,9135971,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2706,-3099,-3814,-4002,-4304,-4531,-5684,-5893,-6287,-6387,-7325,-7869,-8697,-8714,-8759,-8784,,,,,,,,,,,,,,392,716,188,302,227,1148,209,394,101,938,544,828,18,45,25,,,,,,,,,,,,
9643,47.87751553,-103.1144842,NAD27 WKID 4267,-1758060,9135985,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2706,-3092,-3807,-4011,-4303,-4536,-5690,-5898,-6295,-6403,-7326,-7876,-8703,,,,,,,,,,,,,,,,,385,716,204,292,233,1153,209,396,109,923,550,827,,,,,,,,,,,,,,,
9644,47.87749755,-103.1146728,NAD27 WKID 4267,-1758107,9135982,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2707,-3094,-3809,-4013,-4312,-4546,-5690,-5903,-6298,-6402,-7334,-7883,-8714,-8733,-8774,-8800,,,,,,,,,,,,,,387,715,204,298,234,1139,213,395,104,932,549,831,18,41,26,,,,,,,,,,,,
9645,47.99131537,-102.7916015,NAD27 WKID 4267,-1675471,9171224,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-5793,-5904,-6750,-7366,-8157,-8178,-8221,-8245,,,,,,,,,,,,,,,,,,,,,,111,846,616,791,21,42,24,,,,,,,,,,,,
9646,47.81774924,-103.2152794,NAD27 WKID 4267,-1784561,9116290,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,,,-8997,-9017,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,
9647,47.99082716,-102.8808706,NAD27 WKID 4267,-1697468,9172632,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9648,47.83557054,-102.8570113,NAD27 WKID 4267,-1695643,9116164,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2271,,,,,,,-5551,-5937,-6037,,,,,,,,,,,,,,,,,,,,,,,,,,,385,100,,,,,,,,,,,,,,,,,,
9649,47.83527265,-102.8575469,NAD27 WKID 4267,-1695783,9116066,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2265,,,-3546,,,,-5547,-5936,-6039,,,,,,,,,,,,,,,,,,,,,,,,,,,389,103,,,,,,,,,,,,,,,,,,
9650,47.76007854,-102.8069868,NAD27 WKID 4267,-1685250,9088012,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2476,-2825,-3556,-3743,-4022,-4246,-5541,-5747,-6130,-6232,-7088,-7682,-8556,-8580,-8621,-8645,,,,,,,,,,,,,,349,731,187,279,223,1313,206,383,102,856,595,874,24,42,23,,,,,,,,,,,,
9651,47.75868572,-102.8060882,NAD27 WKID 4267,-1685064,9087493,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,,,-8537,-8554,-8598,-8623,,,,,,,,,,,,,,,,,,,,,,,,,,17,44,25,,,,,,,,,,,,
9652,47.96375837,-102.6686682,NAD27 WKID 4267,-1645893,9159130,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2639,,,-3865,-4145,-4433,-5641,-5863,-6227,-6337,-7124,-7747,-8587,-8609,,,,,,,,,,,,,,,,,,,280,288,1209,222,364,111,787,623,840,22,,,,,,,,,,,,,,
9653,47.90622566,-102.9815516,NAD27 WKID 4267,-1724508,9143912,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-5853,-5954,-6840,-7419,-8247,-8267,,,,,,,,,,,,,,,,,,,,,,,,101,886,578,828,20,,,,,,,,,,,,,,
9654,47.99136976,-102.8535064,NAD27 WKID 4267,-1690715,9172340,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2152,,,,,,,,-5768,-5879,-6711,-7338,-8139,-8160,,,,,,,,,,,,,,,,,,,,,,,,111,832,626,801,22,,,,,,,,,,,,,,
9655,47.99133948,-102.8530525,NAD27 WKID 4267,-1690604,9172321,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2156,,,,,,,,,,,,-8142,-8162,-8205,-8229,,,,,,,,,,,,,,,,,,,,,,,,,,20,43,24,,,,,,,,,,,,
9656,47.99122562,-102.8527765,NAD27 WKID 4267,-1690539,9172275,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2152,,,,,,,,-5771,-5882,-6720,-7343,-8143,-8166,,,,,,,,,,,,,,,,,,,,,,,,110,839,622,801,23,,,,,,,,,,,,,,
9657,47.99116021,-102.8524731,NAD27 WKID 4267,-1690466,9172246,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2152,,,,,,,,-5769,-5881,-6721,-7343,-8145,-8165,-8209,-8230,,,,,,,,,,,,,,,,,,,,,,112,840,622,803,20,44,20,,,,,,,,,,,,
9658,47.99105276,-102.8523481,NAD27 WKID 4267,-1690438,9172205,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2149,,,,,,,-5393,-5769,-5880,-6718,-7342,-8148,-8165,,,,,,,,,,,,,,,,,,,,,,,377,111,837,625,806,16,,,,,,,,,,,,,,
9659,47.99092132,-102.8521474,NAD27 WKID 4267,-1690392,9172154,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2148,,,,,,,-5398,-5776,-5889,-6728,-7354,-8149,-8170,-8213,-8236,,,,,,,,,,,,,,,,,,,,,378,113,839,626,795,21,43,23,,,,,,,,,,,,
9660,47.87617714,-103.1132994,NAD27 WKID 4267,-1757804,9135480,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-6286,-6383,-7324,-7873,-8706,-8722,-8764,-8790,,,,,,,,,,,,,,,,,,,,,,96,942,549,832,17,42,26,,,,,,,,,,,,
9661,47.87618885,-103.1148008,NAD27 WKID 4267,-1758174,9135512,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-6298,,-7327,-7880,-8706,,,,,,,,,,,,,,,,,,,,,,,,,,,553,826,,,,,,,,,,,,,,,
9662,47.87609193,-103.1162051,NAD27 WKID 4267,-1758523,9135503,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-6298,,-7333,-7888,-8711,-8728,-8772,-8799,,,,,,,,,,,,,,,,,,,,,,,,554,823,18,43,27,,,,,,,,,,,,
9663,47.87712111,-102.6858189,NAD27 WKID 4267,-1652323,9128151,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-6099,-6209,-7025,-7629,-8487,,,,,,,,,,,,,,,,,,,,,,,,,110,817,604,858,,,,,,,,,,,,,,,
9664,47.87712549,-102.6844048,NAD27 WKID 4267,-1651974,9128128,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-6101,-6208,-7021,-7618,-8488,-8507,-8549,-8575,,,,,,,,,,,,,,,,,,,,,,107,814,597,870,20,42,26,,,,,,,,,,,,
9665,47.87712738,-102.6799346,NAD27 WKID 4267,-1650871,9128051,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-6100,-6206,-7029,-7629,-8488,,,,,,,,,,,,,,,,,,,,,,,,,106,822,600,859,,,,,,,,,,,,,,,
9666,47.87713931,-102.67842,NAD27 WKID 4267,-1650497,9128029,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-6104,-6205,-7024,-7626,-8489,-8506,-8548,-8573,,,,,,,,,,,,,,,,,,,,,,100,819,602,863,17,42,25,,,,,,,,,,,,
9667,47.87573323,-102.7449185,NAD27 WKID 4267,-1666940,9128682,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2363,-2712,-3449,-3638,-3918,-4162,-5391,-5603,-5985,-6080,-6950,-7573,,,,,,,,,,,,,,,,,,349,737,189,280,244,1223,212,382,95,870,623,,,,,,,,,,,,,,,,
9668,47.8758444,-102.7465068,NAD27 WKID 4267,-1667329,9128750,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2359,-2705,-3447,-3635,-3902,-4160,-5384,-5599,-5979,-6087,-6940,-7576,-8425,-8439,-8486,-8511,,,,,,,,,,,,,,346,741,188,268,257,1214,215,380,108,853,636,849,14,47,25,,,,,,,,,,,,
9669,47.81742762,-103.1278477,NAD27 WKID 4267,-1762986,9114542,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,,,-8884,-8904,-8944,-8973,,,,,,,,,,,,,,,,,,,,,,,,,,20,41,28,,,,,,,,,,,,
9670,47.81756216,-103.1273319,NAD27 WKID 4267,-1762855,9114581,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2881,,,,,,,,-6510,-6605,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,
9671,48.08180646,-102.9610825,NAD27 WKID 4267,-1714812,9206896,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,,,-7833,-7853,-7901,-7923,,,,,,,,,,,,,,,,,,,,,,,,,,20,48,23,,,,,,,,,,,,
9672,48.08161558,-102.9580811,NAD27 WKID 4267,-1714079,9206773,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,,,-7835,-7854,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,
9673,48.08166428,-102.9568297,NAD27 WKID 4267,-1713770,9206768,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,,,-7828,-7849,-7897,-7925,,,,,,,,,,,,,,,,,,,,,,,,,,21,47,29,,,,,,,,,,,,
9674,47.96296119,-102.7637651,NAD27 WKID 4267,-1669345,9160501,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-5878,-5991,-6813,-7424,,,,,,,,,,,,,,,,,,,,,,,,,,113,822,612,,,,,,,,,,,,,,,,
9675,47.96307722,-102.7643413,NAD27 WKID 4267,-1669484,9160553,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-6836,-7438,-8243,-8267,,,,,,,,,,,,,,,,,,,,,,,,,,602,805,24,,,,,,,,,,,,,,
9676,47.67474562,-102.8492349,NAD27 WKID 4267,-1697917,9057939,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2623,-2987,,,,,,-5868,-6247,-6353,-7161,-7714,-8593,-8610,-8651,-8678,,,,,,,,,,,,,,364,,,,,,,378,106,808,553,878,17,41,27,,,,,,,,,,,,
9677,47.73226558,-103.1958815,NAD27 WKID 4267,-1782114,9085062,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,,,-8866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9678,47.7312239,-103.1942368,NAD27 WKID 4267,-1781736,9084655,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,-5948,-6146,-6529,-6638,-7491,-8043,-8868,,,,,,,,,,,,,,,,,,,,,,,198,383,109,853,552,825,,,,,,,,,,,,,,,
9679,47.73247552,-103.1902369,NAD27 WKID 4267,-1780713,9085032,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,-5924,-6128,-6512,-6608,-7465,-8029,-8860,,,,,,,,,,,,,,,,,,,,,,,203,384,97,857,564,831,,,,,,,,,,,,,,,
9680,47.87760877,-102.8565858,NAD27 WKID 4267,-1694441,9131334,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2236,,,,,,,,-5873,-5979,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,
9681,47.87848076,-102.8572698,NAD27 WKID 4267,-1694587,9131661,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2233,,,-3439,-3732,-4021,-5259,-5488,-5872,-5977,,,,,,,,,,,,,,,,,,,,,,,293,289,1236,229,383,105,,,,,,,,,,,,,,,,,,
9682,47.87803263,-102.8568089,NAD27 WKID 4267,-1694485,9131491,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2236,,,,,,,-5490,-5877,-5984,,,,,,,,,,,,,,,,,,,,,,,,,,,387,107,,,,,,,,,,,,,,,,,,
9683,47.9623412,-102.8942829,NAD27 WKID 4267,-1701518,9162592,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9684,47.96232153,-102.8951819,NAD27 WKID 4267,-1701740,9162601,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9685,47.96240183,-102.8956857,NAD27 WKID 4267,-1701862,9162639,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9686,47.70337206,-102.6934417,NAD27 WKID 4267,-1658631,9065530,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2552,-2909,-3627,-3807,-4073,-4308,-5620,-5802,-6179,-6285,-7054,-7685,-8562,-8583,-8626,-8648,,,,,,,,,,,,,,357,718,180,266,235,1337,183,377,106,769,632,877,21,42,22,,,,,,,,,,,,
9687,47.70332874,-102.693708,NAD27 WKID 4267,-1658698,9065519,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2546,-2921,-3624,-3796,-4073,-4300,-5602,-5805,-6176,-6288,-7049,-7683,-8550,,,,,,,,,,,,,,,,,376,703,171,277,227,1323,203,371,112,761,635,867,,,,,,,,,,,,,,,
9688,47.70322719,-102.6936329,NAD27 WKID 4267,-1658682,9065481,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2548,-2920,-3627,-3804,-4077,-4315,-5609,-5804,-6182,-6286,-7050,-7679,-8556,-8582,-8620,-8643,,,,,,,,,,,,,,371,707,177,273,238,1313,195,378,104,764,629,877,26,39,23,,,,,,,,,,,,
9689,47.70319113,-102.6938636,NAD27 WKID 4267,-1658740,9065472,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2555,-2911,-3626,-3802,-4070,-4305,-5603,-5803,-6202,-6283,-7048,-7673,-8548,,,,,,,,,,,,,,,,,356,715,176,268,235,1321,201,398,81,766,625,875,,,,,,,,,,,,,,,
9690,47.89020723,-102.7122985,NAD27 WKID 4267,-1658522,9133337,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2417,-2769,-3465,-3644,-3946,-4186,-5424,-5657,-6036,-6139,-6977,-7595,-8444,-8459,-8503,-8526,-8846,,,,,,,,,,,,,352,696,179,302,239,1239,233,379,103,838,619,849,15,44,23,320,,,,,,,,,,,
